nom;details;adresse;ville;longitude;latitude
CREPERIE LE GALLO;Restaurant de spécialités;21 rue de Dinan;35400 St Malo;-2.0266072;48.6466316
CREPERIE LE MARCHE;Restaurant de spécialités;4 Place du Marché aux Legumes;35400 ST MALO;-2.026186;48.6486808
CREPERIE LE MOLE;Restaurant de spécialités;3 Rue de Dinan;35400 ST MALO;-2.0262826;48.6464627
CREPERIE LE MOULIN DU MONT;Restaurant traditionnel;11 Lieu Dit le Tertre;35120 MONT DOL;-1.7691514;48.5731482
CREPERIE LE P'TIT CRABE;Restaurant de spécialités;1 rue Gouin de Beauchesne;35400 St Malo;-2.026297;48.6489943
CREPERIE LE PETIT MALOUIN;Restaurant de spécialités;6 rue de la Vieille Boucherie;35400 St Malo;-2.0255639;48.64858
CREPERIE LE PRESSOIR;Restaurant de spécialités;16 place de l Eglise;35850 Romille;-1.8913936;48.2156779
CREPERIE LE QUATRIÈME;Restaurant de spécialités;2 RUE DE SAINT OUEN;35460 ST BRICE EN COGLES;-1.3652685;48.411693
CREPERIE LE RAOUL II;Restaurant traditionnel;3 place raoul II;35300 FOUGERES;-1.2085727459996;48.354754912
CREPERIE LE RELAIS DES ONDES;Snack (sur place);30 Rue du Bord de Mer;35114 ST BENOIT DES ONDES;-1.8513597;48.6199294
CREPERIE LE RELAIS DES PRINCES;Restaurant de spécialités;11 rue des Princes;35270 Combourg;-1.7522472;48.4085813
CREPERIE LE ROUABLE D'OR;Restaurant de spécialités;57 AVENUE DE LA LIBERATION;35380 PLELAN LE GRAND;-2.0980906815165;48.001969739108
CREPERIE LE SAINT CORNELY;Restaurant de spécialités;53 boulevard de la Liberte;35000 RENNES;-1.6842019;48.1084342
CREPERIE LE SOLIDOR;Restaurant de spécialités;23 RUE JACQUES CARTIER;35400 ST MALO;-2.0232527586705;48.650129863726
CREPERIE LE TOURMENTIN;Restaurant traditionnel;1 PLACE DE LA CHAPELLE;35260 CANCALE;-1.8529128709995;48.671212204
CREPERIE LE TOURNESOL;Restaurant de spécialités;4 rue des Marins;35400 St Malo;-2.0247582;48.6490095
CREPERIE LE TRISKELL;Restaurant de spécialités;15 RUE FRANCOIS CHAPIN;35230 NOYAL CHATILLON SUR SEICHE;-1.6612733294477;48.042662647239
CREPERIE LES AJONCS;Restaurant de spécialités;les Saudrais;35490 SENS DE BRETAGNE;-1.5353005;48.3159886
CREPERIE LES BLÉS D'OR;Restaurant traditionnel;62 Rue de la Poterie;35131 CHARTRES DE BRETAGNE;-1.7029495;48.0415368
CREPERIE LES FEES GOURMANDES;Restaurant de spécialités;9 PLACE DE LA MAIRIE;35630 HEDE BAZOUGES;-1.8018085860407;48.296786175688
CREPERIE LES HALLES;Restaurant traditionnel;28 RUE DU DOCTEUR ROUX;35150 JANZE;-1.4965606573663;47.960307157366
CREPERIE LES KORRIGANS;Restaurant traditionnel;18 RUE DES CORDIERS;35400 ST MALO;-2.0241712;48.6486003
CREPERIE MEVENNAISE;Restaurant de spécialités;19 PLACE DU GENERAL PATTON;35290 ST MEEN LE GRAND;-2.200252143632;48.194162528998
CREPERIE MRS TEAPOT;Restaurant de spécialités;28 rue d Embas;35500 Vitre;-1.2145262;48.1236016
CREPERIE NOTRE DAME;Restaurant de spécialités;26 Rue Notre-Dame;35130 LA GUERCHE DE BRETAGNE;-1.2317915;47.9421415
CREPERIE NOTRE DAME;Restaurant de spécialités;26 rue Notre-Dame;35130 La Guerche De Bretagne;-1.2317915;47.9421415
CREPERIE PAYSANNE;Restaurant traditionnel;6 PLACE SAINTE ANNE;35000 RENNES;-1.6800789714064;48.114148913959
CREPERIE PILE OU FACE;Restaurant de spécialités;2 rue du Manoir;35550 Loheac;-1.8864934;47.8668158
CREPERIE PIZZERIA AUX DELICES DES SENS;Restaurant traditionnel;2 RUE DE LA LIBERATION;35720 PLEUGUENEUC;-1.9029851;48.3979574
CREPERIE PIZZERIA DES HALLES;Restaurant traditionnel;28 Rue du Général Leclerc;35580 GUICHEN;-1.7961568;47.967753
CREPERIE QUAI DES CREPES;Restaurant de spécialités;6 rue de l Orme;35400 St Malo;-2.0249905;48.6479801
CREPERIE RESTAURANT;Restaurant traditionnel;42 RUE DE RENNES;35340 LIFFRE;-1.5090235219996;48.213797188
CREPERIE RESTAURANT LE BRETAGNE;Restaurant traditionnel;2 RUE DE SAINT BRIEUC;35137 BEDEE;-1.945796888424;48.180362175688
CREPERIE ST MELAINE;Restaurant de spécialités;13 rue Saint-Melaine;35000 Rennes;-1.6779773;48.1149316
CREPERIE ST PIERRE;Restaurant de spécialités;5 rue Saint-Pierre;35150 Janze;-1.498324;47.9599147
CREPERIE TANTE SUZETTE;Restaurant de spécialités;2 rue de la Pinterie;35300 Fougeres;-1.2032789;48.3547688
CREPERIE TIMOTHY;Restaurant de spécialités;7 RUE DE LA VIEILLE BOUCHERIE;35400 ST MALO;-2.0255136494604;48.648561097697
CREPERIELA PARENTHÈSE;Restaurant de spécialités;1 Boulevard de la Liberté;35000 RENNES;-1.6745755;48.1074052
CRESCENDO;Restaurant traditionnel;25 RUE DE L ETANG AU DIABLE;35760 ST GREGOIRE;-1.6852971145118;48.136613012473
CRESCENDO;Restaurant traditionnel;LIEU DIT LE PETIT LAUNAY;35410 CHATEAUGIRON;-1.5119231093701;48.040441399148
CROISIERES CHATEAUBRIAND;Promenades fluviales;Barrage de la Rance;35780 LA RICHARDAIS;-2.0341456589996;48.619210701
CRÊPERIE AU COTTAGE;Restaurant de spécialités;18 PLACE DE L EGLISE;35890 BOURG DES COMPTES;-1.7388237886491;47.928803427145
CRÊPERIE DE FAMILLE;Restaurant de spécialités;165 BD ST J B DE LA SALLE;35000 RENNES;-1.7029390335853;48.115195889809
CRÊPERIE DE L'ETANG;Restaurant de spécialités;ZI de l' Etang;35760 ST GREGOIRE;-1.683146;48.153561
CRÊPERIE DU ROY;Restaurant de spécialités;9 BOULEVARD FEART;35800 DINARD;-2.0547219970858;48.634077048849
CRÊPERIE DÉLICES;Restaurant de spécialités;46 RUE DU GENERAL LECLERC;35580 GUICHEN;-1.7964789358878;47.967162684431
CRÊPERIE L'EQUIPAGE;Restaurant de spécialités;6 RUE JACQUES CARTIER;35400 ST MALO;-2.0237568967097;48.649487437352
CRÊPERIE L'HEURE DE LA GALETTE;Restaurant de spécialités;18 PLACE CHARLES DE GAULLE;35420 LOUVIGNE DU DESERT;-1.1227359069996;48.481497288
CRÊPERIE LA BRÉTILLIENNE;Snack (sur place);7 RUE PASTEUR;35550 PIPRIAC;-1.9480112;47.8081609
CRÊPERIE LA GALTOU'Z;Restaurant de spécialités;25 Place du Général Patton;35290 ST MEEN LE GRAND;-2.192985;48.189812
CRÊPERIE LA GALTOU'Z;Restaurant de spécialités;25 PLACE DU GENERAL PATTON;35290 ST MEEN LE GRAND;-2.178175;48.217605
CRÊPERIE LA MOTTE PICQUET RENNES;Restaurant traditionnel;20 rue de la Monnaie;35000 RENNES;-1.6842786;48.1117357
CRÊPERIE LA ROZELL;Restaurant traditionnel;14 RUE DE PENHOET;35000 RENNES;-1.6808471827573;48.113692407438
CRÊPERIE LE TOURNESOL;Restaurant traditionnel;4 RUE DES MARINS;35400 ST MALO;-2.0248411;48.6490271
CRÊPERIE LES BLÉS D'OR;Restaurant de spécialités;62 rue de la Poterie;35131 CHARTRES DE BRETAGNE;-1.7029495;48.0415368
CRÊPERIE TRO BREIZH;Restaurant de spécialités;1 RUE PASTEUR;35460 ST BRICE EN COGLES;-1.3654044168734;48.411225356368
CRÊPERIE VENTS D'OUEST;Restaurant traditionnel;5 Rue du Puits aux Braies;35400 ST MALO;-2.0245543;48.6487771
CRÊPERIE-BISTROT L'ESCALE;Restaurant traditionnel;37 RUE DE DINARD;35780 LA RICHARDAIS;-2.0331700094351;48.604901783513
CUISINE D'ASIE;Restaurant de spécialités;7 rue Thevenard;35400 ST MALO;-2.0268882;48.6480738
D'ICI ET D'AILLEURS;Restaurant traditionnel;52 BOULEVARD DE LA REPUBLIQUE;35400 ST MALO;-2.0083335829996;48.647538836
DEBETHUNE TUGDUAL;Restaurant gastronomique;2 Rue des Carmes;35000 RENNES;-1.676192269779;48.108297384125
DOMAINE DES MAURIERS;Restaurant traditionnel;;35400 ST MALO;-1.9844297359999;48.64265
DU SUD À L'OUEST;Restaurant de spécialités;54 RUE DE RENNES;35830 BETTON;-1.639913950603;48.174934557591
ENTRE EUX DEUX;Restaurant traditionnel;23 RUE LOUIS BREHAULT;35780 LA RICHARDAIS;-2.0347689749996;48.604178294
ESPACE AQUATIQUE INOXIA;Piscine (entrée);Rue du Centaure;35410 CHATEAUGIRON;-1.4978653;48.0397932
ET PÂTE À TY ET PÂTE À CRÊPES;Restaurant de spécialités;19 LA GRANDE RUE;35470 BAIN DE BRETAGNE;-1.6799048016908;47.842495711351
ETOILE DE FOUGERES;Restaurant de spécialités;8 rue des Francais Libres;35300 FOUGERES;-1.1801625;48.3459139
ETOILE DE SAINT MALO;Restaurant traditionnel;2 BOULEVARD DE L ESPERANCE;35400 ST MALO;-1.9902731122685;48.648720489036
EURL SB TWO;Fast-food;5 SQUARE SARAH BERNHARDT;35200 RENNES;-1.6811516575105;48.09134180322
FERME AUBERGE L HERBREGEMENT;Restaurant traditionnel;L Herbregement;35230 NOYAL CHATILLON SUR SEICHE;-1.6747367;48.0475378
FISH ET CHIPS;Fast-food;1 RUE DES ORBETTES;35400 ST MALO;-2.0238093;48.6495229
FJM COTE PLAGE;Restaurant traditionnel;6 BB WILSON;35800 DINARD;-2.0559394699996;48.625967097
FOURNIL DE PIERRE;Snack (sur place);2 RUE DU CLOS SIMON;35200 RENNES;-1.6434990421836;48.09170062003
FRENCHEEZ;Fast-food;8 RUE D ANTRAIN;35700 RENNES;-1.6691293222933;48.122734344729
FROMENT ET SARRASIN;Restaurant de spécialités;2 Place du Marché aux Legumes;35400 ST MALO;-2.0258534;48.6478473
GÎTE DE LA FOSSE;Gîte;LIEU DIT LA FOSSE;35140 VENDEL;-1.2903177724016;48.299914253764
HOTE RESTAURANT CARRE D'AS;Restaurant traditionnel;118 AVENUE DE LA GARE;35480 GUIPRY MESSAC;-1.8184775137342;47.821713307519
HOTEL ARMORICAINE;Hôtels-restaurant;6 RUE DU BOYER;35400 ST MALO;-2.0273778856541;48.64894277656
HOTEL LE NOUVEAU MONDE;Restaurant traditionnel;64 CHAUSSEE DU SILLON;35400 ST MALO;-2.0107513099996;48.653673131
HOTEL RESTAURANT CAMPANILE;Hôtels-restaurant;28 ROUTE D ERNEE;35300 FOUGERES;-1.1857181;48.34648
HOTEL RESTAURANT COSY HOME;Chambre d'hôtes;le Haut Landrier;35520 MELESSE;-1.68298;48.199103
HOTEL RESTAURANT L'ARTIMON;Hôtels-restaurant;61 CHAUSSEE DU SILLON;35400 ST MALO;-2.0046923746898;48.655621917018
HOTEL RESTAURANT LE BRETAGNE;Hôtels-restaurant;6 ROND POINT DU CENTRE;35960 LE VIVIER SUR MER;-1.7754059650297;48.603092175688
HOTEL RESTAURANT LE MANOIR DU CUNNINGHAM;Hôtels-restaurant;9 place Monseigneur Duchesne;35400 St Malo;-2.0217826;48.6359269
HOTEL RESTAURANT LE QUERRIEN;Restaurant traditionnel;7 QUAI DUGUAY TROUIN;35260 CANCALE;-1.8567682435512;48.669934473772
HOTEL RESTAURANT SAINT MALO GOLF;Restaurant traditionnel;SAINT YVIEUX;35540 LE TRONCHET;-1.8401553369996;48.486260905001
HÔTEL LE COMMERCE;Restaurant traditionnel;34 RUE DU GENERAL LECLERC;35580 GUICHEN;-1.7963445;47.967599
HÔTEL RESTAURANT LE DUGUESCLIN;Hôtels-restaurant;20 Place de l' Eglise;35850 ROMILLE;-1.8913062;48.2158516
ILLE ET PIZZA;Snack (sur place);15 Place de l' Eglise;35890 BOURG DES COMPTES;-1.7379198;47.9287474
JARDIN D'ASIE;Restaurant de spécialités;14 RUE DES COMPAGNONS D EMMAUS;35300 FOUGERES;-1.1854101939996;48.353594023
JLC;Restaurant traditionnel;216 RUE DE LORIENT;35000 RENNES;-1.7287872217669;48.106933394974
K0815 BURGER KING RENNES CESSON;Fast-food;Rue DE LA RIGOURDIERE;35510 CESSON SEVIGNE;-1.5840142;48.1159648
K1024 BURGER KING RENNES;Fast-food;16 RUE JEAN LE HO;35000 RENNES;-1.7238219050725;48.106661228144
KAMPUS 137;Parc de loisirs, d'attraction;2 RUE DU TIREL;35320 CREVIN;-1.6707026008756;47.934329697373
KER SOAZIG;Restaurant traditionnel;5 Cours des Alliés;35000 RENNES;-1.6752688;48.105688
KFC;Fast-food;1 RUE DU CHESNAY BEAUREGARD;35760 ST GREGOIRE;-1.6870553;48.1373438
KNOP;Fast-food;7 RUE DE JUILLET;35000 RENNES;-1.6846493639996;48.112425715
L AMARYLLIS;Restaurant de spécialités;8 RUE DE DOL;35960 LE VIVIER SUR MER;-1.774316;48.601992
L AUBERG IN5;Brasserie;2 rue du village de la Metairie;35131 CHARTRES DE BRETAGNE;-1.7114352;48.047301
L AUBERGE DES 4 SAISONS;Restaurant traditionnel;9 RUE DE BRETAGNE;35360 MEDREAC;-2.0675851552888;48.267707605603
L EQUATEUR;Restaurant traditionnel;3 PROMENADE DES ALLIES;35800 DINARD;-2.0529049283144;48.635516428914
L EQUATEUR;Restaurant traditionnel;3-4 PROMENADE DES ALLIES;35800 DINARD;-2.052947;48.6356031
L ILE DU METS;Restaurant traditionnel;4 RUE DESCARTES;35000 RENNES;-1.6737002864274;48.106929656674
L ORIGINAL;Brasserie;2 RUE DE LA MAIRIE;35580 GUIGNEN;-1.8609511378037;47.91951556342
L'AMIRAUTE;Restaurant de spécialités;1 POINTE DU DECOLLE;35800 ST LUNAIRE;-2.113267;48.6394186
L'ANNEXE;Restaurant traditionnel;281 BD DU GENERAL DE GAULLE;35800 ST LUNAIRE;-2.11042730322;48.636894656674
L'ARDOISE;Restaurant traditionnel;3 AVENUE MARECHAL FOCH;35290 ST MEEN LE GRAND;-2.1904399019996;48.188553689
L'ARISTIDE;Restaurant traditionnel;18 RUE DES CORDIERS;35400 ST MALO;-2.0241737669996;48.648575861
L'ARTISAN-BISTROT MODERNE;Restaurant traditionnel;30 RUE D EMBAS;35500 VITRE;-1.193324;48.13843
L'ATELIER DES GOURMETS;Restaurant traditionnel;12 RUE NANTAISE;35000 RENNES;-1.6855692659996;48.111495535
L'AUBERG'IN;Restaurant traditionnel;2, rue du Village de la Métairie;35131 CHARTRES DE BRETAGNE;-1.7102113329996;48.047407624
L'AUBERGE DE LA GRANDE PORTE;Restaurant traditionnel;4 AVENUE DES BRUYERES;35650 LE RHEU;-1.794484561198;48.09974864141
L'AUBERGE DES LYS;Restaurant traditionnel;10 RUE DE L EGLISE;35450 VAL D IZE;-1.3043160324601;48.177514488199
L'AUBERGE DES TILLEULS;Restaurant gastronomique;;35680 CHANCE;-1.38029;48.034745
L'AUBERGE DU CHATEAU;Restaurant traditionnel;25 RUE NATIONALE;35300 FOUGERES;-1.2038491733222;48.35355801887
L'AUBERGE DU PETIT MOULIN;Restaurant traditionnel;LIEU DIT VALAINE;35420 LE FERRE;-1.308079281448;48.469213311312
L'AUBERGE DU PONT DE PACE;Restaurant traditionnel;18 rue du Docteur Léon;35740 Pace;-1.7882917;48.1487355
L'EMERAUDE DE LA BAIE;Brasserie;25 RUE DE SAINT MALO;35120 ST BROLADRE;-1.6557081359996;48.587583065001
L'ESCALE;Brasserie;5 rue de la montre;35400 ST MALO;-2.0247928734491;48.636804697761
L'ESCALE DES BOUCHOTS;Restaurant traditionnel;22 RUE DU BOUT DE LA VILLE;35120 HIREL;-1.8260570430204;48.610317572855
L'ILLE Ô SAVEURS;Restaurant traditionnel;30 RUE NATIONALE;35190 ST DOMINEUC;-1.8766096472101;48.373476966703
L'IMPRO;Restaurant de spécialités;8 PLACE ALEXANDRE VEILLARD;35140 ST AUBIN DU CORMIER;-1.3977228193202;48.260709
L'IMPROBABLE;Restaurant traditionnel;6 PLACE DE LA DUCHESSE ANNE;35600 REDON;-2.0851226418717;47.650337810174
L'INSTANT;Brasserie;3 B PLACE SAINT PIERRE;35310 MORDELLES;-1.85029;48.071584
L'INSTANT CRÊPERIE;Restaurant de spécialités;31 rue Saint Georges;35000 RENNES;-1.6757247;48.1118962
L'O À LA BOUCHE;Restaurant traditionnel;CCAL DE LA DECOUVERTE;35400 ST MALO;-1.9815769;48.6319149
L'ÉCHO DU SARRAZIN;Restaurant de spécialités;16 rue Grand Cour;35600 REDON;-2.0856448;47.6487725
LA BOITE A PIZZA;Snack (sur place);259 RUE DE CHATEAUGIRON;35000 RENNES;-1.6324399;48.0935078
LA BONNE ADRESSE;Restaurant traditionnel;30 AVENUE HENRI FREVILLE;35200 RENNES;-1.6750608729996;48.086311292
LA BRAIZH;Restaurant traditionnel;2 Rue de Montigne;35132 VEZIN LE COQUET;-1.7424115;48.1056756
LA BRASSERIE DES BAINS;Restaurant traditionnel;2 RUE DES BAINS;35800 DINARD;-2.0676798959996;48.636119899001
LA BRETILLIENNE;Restaurant traditionnel;7 RUE PASTEUR;35550 PIPRIAC;-1.9479896579996;47.8083124
LA BRETONNE ( SARL LOVE AND HELP);Restaurant traditionnel;2 RUE DE LA LIBERATION;35770 VERN SUR SEICHE;-1.6025599175659;48.046419
LA BUTINAIS;Restaurant traditionnel;6 LA BUTINAIS;35470 BAIN DE BRETAGNE;-1.7339888681403;47.836530125454
LA CABANE;Restaurant traditionnel;216 RUE DE LORIENT;35000 RENNES;-1.7294217;48.1072651
LA CABANE;Restauration;21 QUAI DUGUAY TROUIN;35400 ST MALO;-2.0154752915633;48.651807394397
LA CABANE;Restaurant de spécialités;12 MAIL FRANCOIS MITTERRAND;35000 RENNES;-1.6872703374978;48.110177168475
LA CALE;Restaurant traditionnel;5 QUAI DE SOLIDOR;35400 ST MALO;-2.0227135229996;48.635197087001
LA CALE DE RÉAN;Restaurant traditionnel;81 RUE DE REDON;35580 GUICHEN;-1.7756913949996;48.001400228
LA CASA NOSTRA;Restaurant de spécialités;3 RUE DES DAMES;35000 RENNES;-1.6832145;48.1106291
LA CASA PEPE;Restaurant de spécialités;29 Rue Saint-Georges;35000 RENNES;-1.675965;48.1118461
LA CASA PÉPÉ;Restaurant de spécialités;4 PLACE DE BRETAGNE;35000 RENNES;-1.684717;48.1092626
LA CASCADE;Restaurant traditionnel;2 PLACE DE LA COLLEGIALE;35500 CHAMPEAUX;-1.3114282813288;48.147162906644
LA CHAUMIÈRE D'HIREL;Restaurant de spécialités;4 RUE DES ECOLES;35120 HIREL;-1.801030940187;48.60621
LA CIDRIERE;Restaurant traditionnel;15 RUE DE DINAN;35850 GEVEZE;-1.7920598885683;48.221487859282
LA CLE DES CHAMPS;Restaurant traditionnel;LE PAS;35320 LA COUYERE;-1.495291;47.881858
LA CLOSERIE DES HORTENSIAS;Restaurant traditionnel;La Haute Forêt;35310 BREAL SOUS MONTFORT;-1.8583943614885;48.069512524775
LA CLÉ DES CHAMPS;Restaurant traditionnel;1 BOULEVARD DE LAVAL;35500 VITRE;-1.2014167079996;48.123897326
LA CORTESSIA;Restaurant de spécialités;15 PLACE SAINT MALO;35310 BREAL SOUS MONTFORT;-1.8686164179996;48.048602781
LA COUR DU TEMPLE;Restaurant de spécialités;5 RUE CHATEAUBRIAND;35270 COMBOURG;-1.7527430430204;48.407979111576
LA CREPE BOUQUINE;Restaurant traditionnel;4 PLACE ALEXANDRE JEHANIN;35190 BECHEREL;-1.9437893;48.2953713
LA CREPE BOUQUINE;Restaurant de spécialités;4 place Alexandre Jehanin;35190 Becherel;-1.944078;48.2954052
LA CREPERIE;Restaurant traditionnel;54 RUE DE RENNES;35830 BETTON;-1.6399043114144;48.17492424785
LA CREPERIE DE LA LANTERNE;Restaurant de spécialités;11 PLACE ALBERT PARENT;35270 COMBOURG;-1.75172;48.4087714
LA CREPERIE DE LOUISE;Restaurant traditionnel;128 CHAUSSEE DU SILLON;35400 ST MALO;-2.0050451508454;48.655446108518
LA CREPERIE DU CHATEAU;Restaurant de spécialités;10 RUE DE LA MADELEINE;35410 CHATEAUGIRON;-1.5016949424087;48.048191266721
LA CREPERIE DU MARCHE;Restaurant de spécialités;5 avenue Edouard VII;35800 DINARD;-2.0578322;48.6333123
LA CREPERIE DU PORCHE;Restaurant de spécialités;26 RUE DU GENERAL DE GAULLE;35380 PAIMPONT;-2.1714587864274;48.019139612817
LA CRÉMAILLIÉRE;Restaurant traditionnel;12 RUE SAINT PIERRE;35150 JANZE;-1.4983178731606;47.960017292256
LA CRÊPERIE DE JULIE;Restaurant de spécialités;10 RUE DU CENTRE;35310 CHAVAGNE;-1.7904661729996;48.052378802
LA CUCINA-LE LION D'OR;Restaurant traditionnel;8 Rue de Fougeres;35340 LIFFRE;-1.5058986;48.2142119
LA CUILLERE EN BOIS;Restaurant traditionnel;33 RUE DES DOUVES;35600 REDON;-2.0865042839995;47.649426498
LA CUISINE À L'ARDOISE;Restaurant traditionnel;RUE DU CENTRE;35114 ST BENOIT DES ONDES;-1.8523231;48.6197789
LA DALLE;Brasserie;25 PLACE DU COLOMBIER;35000 RENNES;-1.6788993162618;48.104820671101
LA DUCHESSE ANNE;Restaurant de spécialités;3 PLACE GUY LA CHAMBRE;35400 ST MALO;-2.0231803293035;48.650255454902
LA FABRIK A PIZZAS ARTISANALES;Fast-food;19 QUAI DES BATELIERS;35480 GUIPRY MESSAC;-1.8232480788274;47.822409219545
LA FABRIQUE D'EMBAS;Restaurant de spécialités;6 rue d'embas;35500 VITRE;-1.2136074709996;48.123676873
LA FEE GOURMANDE;Restaurant de spécialités;16 AVENUE DU CHEVALIER PONTHUS;35380 PAIMPONT;-2.1720918749996;48.016182715
LA FERME DE BEAUMONT;Restaurant traditionnel;;35310 MORDELLES;-1.8217301029999;48.068305
LA FERME DES NIELLES;Snack (sur place);les Nielles;35350 ST MELOIR DES ONDES;-1.8631714;48.630344
LA FERME DU BOUCANIER;Restaurant traditionnel;2 RUE DE L HOPITAL;35430 ST SULIAC;-1.9743903619613;48.570516156464
LA FONTAINE AUX PERLES;Restaurant gastronomique;96 RUE DE LA POTERIE;35200 RENNES;-1.6430876611172;48.093681656674
LA GENTILHOMMIERE;Chambre d'hôtes;Impasse de la Heuzanne;35135 CHANTEPIE;-1.610494;48.078076
LA GOURMANDISE;Restaurant de spécialités;26 RUE D EMBAS;35500 VITRE;-1.2146021239996;48.123610633
LA GRANDE BRASSERIE;Brasserie;9 Place du Général de Gaulle;35500 VITRE;-1.2120389;48.1231176
LA GRANDE MARE;Chambre d'hôtes;46 RUE DU BORD DE MER;35114 ST BENOIT DES ONDES;-1.8528967189995;48.620914746
LA GUYM'S CREPERIE;Restaurant traditionnel;26 RUE DE LA GUIMORAIS;35350 ST COULOMB;-1.9374371421716;48.687433123953
LA MAISON DE CLAIRE;Location saisonnière, meublé;2 RUE DE COUESNON;35560 ANTRAIN;-1.4863216588955;48.461451485429
LA MANDOLINE;Restaurant de spécialités;12 PLACE DE REPUBLIQUE;35470 BAIN DE BRETAGNE;-1.6804910019332;47.842161130158
